patent_number,date,title,tokens,nltk_pos,is_prpn_nltk,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len
US5213A,1847-07-31 00:00:00,Jacob seabtjry ,"['Jacob', 'seabtjry']","[('Jacob', 'NNP'), ('seabtjry', 'NN')]",1,"['PROPN', 'NOUN']",['ORG'],1,0,2
US5216A,1847-08-07 00:00:00,Pianoforte- action ,"['Pianoforte-', 'action']","[('Pianoforte-', 'JJ'), ('action', 'NN')]",0,"['PROPN', 'NOUN']",[],1,0,2
US5220A,1847-08-07 00:00:00,Sele-actibtg cheese-press ,"['Sele-actibtg', 'cheese-press']","[('Sele-actibtg', 'JJ'), ('cheese-press', 'NN')]",0,"['PROPN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,6
US5221A,1847-08-07 00:00:00,Wbxetletree ,['Wbxetletree'],"[('Wbxetletree', 'JJ')]",0,['PROPN'],[],1,0,1
US5229A,1847-08-07 00:00:00,anthony ,['anthony'],"[('anthony', 'NN')]",0,['PROPN'],[],1,0,1
US5233A,1847-08-07 00:00:00,India-rubber shoe ,"['India-rubber', 'shoe']","[('India-rubber', 'NNP'), ('shoe', 'NN')]",1,"['PROPN', 'PUNCT', 'NOUN', 'NOUN']",['GPE'],1,0,4
US5238A,1847-08-14 00:00:00,Apparatus for drying grain ,"['Apparatus', 'for', 'drying', 'grain']","[('Apparatus', 'NNP'), ('for', 'IN'), ('drying', 'VBG'), ('grain', 'NN')]",1,"['PROPN', 'ADP', 'VERB', 'NOUN']",[],1,0,4
US5242A,1847-08-14 00:00:00,Steebiwg appabattts ,"['Steebiwg', 'appabattts']","[('Steebiwg', 'NNP'), ('appabattts', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US5245A,1847-08-14 00:00:00,Frederic wm ,"['Frederic', 'wm']","[('Frederic', 'NNP'), ('wm', 'NN')]",1,"['PROPN', 'VERB']",['ORG'],1,0,2
US5250A,1847-08-21 00:00:00,Jacob behel ,"['Jacob', 'behel']","[('Jacob', 'NNP'), ('behel', 'NN')]",1,"['PROPN', 'PROPN']",[],1,0,2
US5251A,1847-08-21 00:00:00,Machinery eor rasping dyewoods ,"['Machinery', 'eor', 'rasping', 'dyewoods']","[('Machinery', 'NNP'), ('eor', 'NN'), ('rasping', 'VBG'), ('dyewoods', 'NNS')]",1,"['PROPN', 'NOUN', 'VERB', 'NOUN']",[],1,0,4
US5252A,1847-08-21 00:00:00,Window-blind fastenek ,"['Window-blind', 'fastenek']","[('Window-blind', 'JJ'), ('fastenek', 'NN')]",0,"['NOUN', 'PUNCT', 'PROPN', 'PROPN']",[],1,0,4
US5262A,1847-08-28 00:00:00,Mill for grinding mustard ,"['Mill', 'for', 'grinding', 'mustard']","[('Mill', 'NNP'), ('for', 'IN'), ('grinding', 'VBG'), ('mustard', 'NN')]",1,"['PROPN', 'ADP', 'VERB', 'NOUN']",[],1,0,4
US5263A,1847-08-28 00:00:00,Ctjebycomb ,['Ctjebycomb'],"[('Ctjebycomb', 'NN')]",0,['PROPN'],[],1,0,1
